Year,Month,Reported on,SVE,CVE,Title,Affected versions,Severity,Description,Acknowledgement
2019,11,2019-05-24,SVE-2019-14651,,Arbitrary memory overwrite and stack overflow in SEM Trustlet,Selected P(9.0) Qualcomm and TEEGRIS devices,Critical,"A possible arbitrary memory overwrite and stack overflow in SEM Trustlet allows arbitrary code execution.
The patch adds size check logic of wsm data in SEM Trustlet.",Hung Chi Su
2019,11,2019-05-24,SVE-2019-14666,,Arbitrary memory overwrite and stack overflow in SEM Trustlet,Selected P(9.0) Qualcomm and TEEGRIS devices,Critical,"A possible arbitrary memory overwrite and stack overflow in SEM Trustlet allows arbitrary code execution.
The patch adds size check logic of wsm data in SEM Trustlet.",Hung Chi Su
2019,11,2019-09-13,SVE-2019-15724,,Heap OOB in LE Packet reception,"N(7.x), O(8.x), P(9.0) devices with Broadcom chipsets",Critical,"A heap overflow vulnerability in Broadcom Bluetooth can lead to remote code execution.
The patch addressed the issue.",Jan Ruge
2019,11,2019-08-21,SVE-2019-15350,,Bluetooth firmware allows coexistence with WiFi,"N(7.x), O(8.x), P(9.0) devices with Broadcom WiFi chipsets",Low,"A vulnerability in Broadcom Bluetooth firmware enables DoS attack to Broadcom Wi-Fi through common interface sharedbetween them.
The patch addressed the issue.",Jiska Classen
2019,11,2019-08-29,SVE-2019-15398,,Data leakage through Bluetooth debug command,"O(8.x), P(9.0)",Low,"A vulnerability allows access to some data through Bluetooth debug command.
The patch blocks access to data through Bluetooth debug command.","Karim, Imtiaz"
2019,11,2019-07-15,SVE-2019-15090,,FRP bypass using SamsungPay mini,P(9.0),Moderate,"A vulnerability allows FRP bypass with SamsungPay mini app.
The patch addressed the issue.",MIRCEA PASCA
2019,11,2019-06-18,SVE-2019-14857,,Heap Overflow in KNOX KAP Driver,P(9.0),Low,"A possible heap overflow vulnerability exists in knox_kap driver.
The patch adds proper size check to prevent heap overflow.","Salerno, Steven"
2019,11,2019-06-19,SVE-2019-14869,,OOB Read in WiFi vendor command,"N(7.x), O(8.x), P(9.0) devices with Broadcom chipsets",Low,"A possible out-of-bounds read vulnerability exist in WiFi vendor command resulting in information leak.
The patch code adds proper size check to prevent OOB read.","Salerno, Steven"
2019,11,2019-07-25,SVE-2019-14942,,OOB Read and Information Leak in a function in Kernel driver,"N(7.x), O(8.x), P(9.0) devices with selected Exynos chipsets",Low,"A possible buffer over-read and possible information leak vulnerability exist in core touch screen driver.
The patch code checks null byte of buffer in core touch screen driver.","Salerno, Steven"
2019,11,2019-06-18,SVE-2019-14965,,Stack overflow and OOBRead in Kernel drivers,P(9.0) devices with selected Exynos chipsets,Low,"A possible buffer overflow and out-of-bounds read vulnerabilities exists in kernel drivers related to Wi-Fi module.
The patch adds the proper validation of the buffer length to prevent buffer overflow and out-of-bounds read.","Salerno, Steven"
2019,11,2019-06-18,SVE-2019-14966,,Stack overflow and OOBRead in Kernel drivers,P(9.0) devices with selected Exynos chipsets,Low,"A possible buffer overflow and out-of-bounds read vulnerabilities exists in kernel drivers related to Wi-Fi module.
The patch adds the proper validation of the buffer length to prevent buffer overflow and out-of-bounds read.","Salerno, Steven"
2019,11,2019-06-18,SVE-2019-14968,,Stack overflow and OOBRead in Kernel drivers,P(9.0) devices with selected Exynos chipsets,Low,"A possible buffer overflow and out-of-bounds read vulnerabilities exists in kernel drivers related to Wi-Fi module.
The patch adds the proper validation of the buffer length to prevent buffer overflow and out-of-bounds read.","Salerno, Steven"
2019,11,2019-06-18,SVE-2019-14969,,Stack overflow and OOBRead in Kernel drivers,P(9.0) devices with selected Exynos chipsets,Low,"A possible buffer overflow and out-of-bounds read vulnerabilities exists in kernel drivers related to Wi-Fi module.
The patch adds the proper validation of the buffer length to prevent buffer overflow and out-of-bounds read.","Salerno, Steven"
2019,11,2019-06-18,SVE-2019-14970,,Stack overflow and OOBRead in Kernel drivers,P(9.0) devices with selected Exynos chipsets,Low,"A possible buffer overflow and out-of-bounds read vulnerabilities exists in kernel drivers related to Wi-Fi module.
The patch adds the proper validation of the buffer length to prevent buffer overflow and out-of-bounds read.","Salerno, Steven"
2019,11,2019-06-18,SVE-2019-14980,,Stack overflow and OOBRead in Kernel drivers,P(9.0) devices with selected Exynos chipsets,Low,"A possible buffer overflow and out-of-bounds read vulnerabilities exists in kernel drivers related to Wi-Fi module.
The patch adds the proper validation of the buffer length to prevent buffer overflow and out-of-bounds read.","Salerno, Steven"
2019,11,2019-06-18,SVE-2019-14981,,Stack overflow and OOBRead in Kernel drivers,P(9.0) devices with selected Exynos chipsets,Low,"A possible buffer overflow and out-of-bounds read vulnerabilities exists in kernel drivers related to Wi-Fi module.
The patch adds the proper validation of the buffer length to prevent buffer overflow and out-of-bounds read.","Salerno, Steven"
2019,11,2019-06-18,SVE-2019-14982,,Stack overflow and OOBRead in Kernel drivers,P(9.0) devices with selected Exynos chipsets,Low,"A possible buffer overflow and out-of-bounds read vulnerabilities exists in kernel drivers related to Wi-Fi module.
The patch adds the proper validation of the buffer length to prevent buffer overflow and out-of-bounds read.","Salerno, Steven"
2019,11,2019-06-18,SVE-2019-14983,,Stack overflow and OOBRead in Kernel drivers,P(9.0) devices with selected Exynos chipsets,Low,"A possible buffer overflow and out-of-bounds read vulnerabilities exists in kernel drivers related to Wi-Fi module.
The patch adds the proper validation of the buffer length to prevent buffer overflow and out-of-bounds read.","Salerno, Steven"
2019,11,2019-06-18,SVE-2019-14984,,Stack overflow and OOBRead in Kernel drivers,P(9.0) devices with selected Exynos chipsets,Low,"A possible buffer overflow and out-of-bounds read vulnerabilities exists in kernel drivers related to Wi-Fi module.
The patch adds the proper validation of the buffer length to prevent buffer overflow and out-of-bounds read.","Salerno, Steven"
2019,11,2019-06-18,SVE-2019-15122,,Stack overflow and OOBRead in Kernel drivers,P(9.0) devices with selected Exynos chipsets,Low,"A possible buffer overflow and out-of-bounds read vulnerabilities exists in kernel drivers related to Wi-Fi module.
The patch adds the proper validation of the buffer length to prevent buffer overflow and out-of-bounds read.","Salerno, Steven"
2019,11,2019-06-18,SVE-2019-15123,,Stack overflow and OOBRead in Kernel drivers,P(9.0) devices with selected Exynos chipsets,Low,"A possible buffer overflow and out-of-bounds read vulnerabilities exists in kernel drivers related to Wi-Fi module.
The patch adds the proper validation of the buffer length to prevent buffer overflow and out-of-bounds read.","Salerno, Steven"
2019,11,2019-07-06,SVE-2019-15034,,Stack overflow in kernel driver,"N(7.1), O(8.x), P(9.0) devices with selected Exynos chipsets",Low,"A possible stack overflow vulnerability exists in kernel driver.
The patch adds the proper validation of the buffer.","Salerno, Steven"
2019,11,2019-08-29,SVE-2019-15399,,Potential buffer overflow in Bootloader,P(9.0) devices with Qualcomm chipset,Moderate,"A possible buffer overflow vulnerability exists in the bootloader.
The patch adds proper validation of the buffer length.",Thomas Huntington
2019,11,2019-04-08,SVE-2019-14299,,Insecure PermissionWhiteLists restriction on Firewall Application,"N(7.1), O(8.x), P(9.0) devices released in China",Moderate,"An invalid caller check in Firewall application, which is included in devices released in China, allows access withoutauthentication.
The patch adds signature check logic in Firewall application.",Thomas Julien
2019,11,2019-10-17,SVE-2019-16009,,Ultrasonic fingerprint scanner issue,Galaxy S10/S10+/S10 5G and Note10/10+ devices,High,"Inside surface textures of certain silicone covers may be recognized as a fingerprint resulting in unlocking of device.
The patch fixes the fingerprint issue.",
2019,12,2019-09-28,SVE-2019-15800,,Developer options without authentication,"O(8.x), P(9.0), Q(10.0)",Low,"A vulnerability allows access to Developer options without authentication.
The patch blocks access to Developer options when it is disabled using Settings search feature.",Andr. Ess
2019,12,2019-09-05,SVE-2019-15533,,Connection to new Bluetooth devices is possible from lock screen,"O(8.x), P(9.0)",Low,"A vulnerability allows connection to any new Bluetooth devices on locked devices.
The patch blocks scanning process on locked devices to prevent connection of new Bluetooth devices.",Anton Puzanov of IBM Cyber Security Center
2019,12,2019-02-15,SVE-2019-13996,,S Secure Masked Apps vulnerability,"N(7.x), O(8.x), P(9.0) devices released in China or India",Low,"A vulnerability in S Secure app, which is only released in China and India, allows launching of masked apps without password.
The patch addresses the issue in S Secure.",Prince Kumar
2019,12,2019-09-09,SVE-2019-15692,,OOB Read in Kernel drivers,P(9.0) devices with selected Exynos chipsets,Low,"Out-of-bounds read vulnerabilities exist in kernel drivers related to Wi-Fi module.
The patch adds the proper validation of the buffer length to prevent out-of-bounds read.",Steven Salerno
2019,12,2019-08-13,SVE-2019-15266,,Arbitrary code execution in lock screen,"N(7.1), O(8.x), P(9.0), Q(10.0)",High,"A vulnerability in Lock screen allows arbitrary code execution.
The patch adds signature check logic in the Lock screen code.",
2019,12,2019-09-09,SVE-2019-15693,,OOB Read in Kernel drivers,P(9.0) devices with selected Exynos chipsets,Low,"Out-of-bounds read vulnerabilities exist in kernel drivers related to Wi-Fi module.
The patch adds the proper validation of the buffer length to prevent out-of-bounds read.",
2019,12,2019-09-05,SVE-2019-15540,,Home screen wallpaper disclosure from lock screen,P(9.0),Moderate,"A vulnerability exposes home screen wallpaper during adjusting brightness levels on locked devices.
The patch blocks home screen wallpaper exposure by showing black image instead.",
2020,1,2019-10-25,SVE-2019-16010,,Leakage of cached data in Gallery,P(9.0),Moderate,"A vulnerability in Gallery allows leakage of cached contents.
The patch moves the cache file to the application's sandbox.",Andr. Ess
2020,1,2019-10-25,SVE-2019-16011,,Leakage of cached data in Gallery,P(9.0),Moderate,"A vulnerability in Gallery allows leakage of cached contents.
The patch moves the cache file to the application's sandbox.",Andr. Ess
2020,1,2019-10-25,SVE-2019-16012,,Leakage of cached data in Gallery,P(9.0),Moderate,"A vulnerability in Gallery allows leakage of cached contents.
The patch moves the cache file to the application's sandbox.",Andr. Ess
2020,1,2019-10-02,SVE-2019-15816,,Buffer overflow in CP message decoding,All devices with select Exynos modem chipsets,Critical,"A possible buffer overflow vulnerability in baseband allows arbitrary code execution.
The patch adds proper boundary check to prevent buffer overflow.",Anonymous
2020,1,2019-10-02,SVE-2019-15817,,Buffer overflow in CP message decoding,All devices with select Exynos modem chipsets,Critical,"A possible buffer overflow vulnerability in baseband allows arbitrary code execution.
The patch adds proper boundary check to prevent buffer overflow.",Anonymous
2020,1,2019-05-17,SVE-2019-14575,,Brute force attack on screen lock password,"O(8.x), P(9.0), Q(10.0) devices with Exynos7885, Exynos8895, Exynos9810 chipsets",High,"A vulnerable design in Gatekeeper trustlet allows brute force attack on screen lock password. And previous patch caused unexpected side effects that required a fix.
The patch adds exception handling to prevent unexpected close of Gatekeeper trustlet.",Chao Cheng Yu of TeamT5
2020,1,2019-10-11,SVE-2019-15872,,Improper aligned size check leads buffer overflow in secure bootloader,"O(8.x), P(9.0), Q(10.0) devices with Exynos chipset",Critical,"An invalid check of usb buffer size in Secure Bootloader allows arbitrary code execution.
The patch adds proper size check logic of usb buffer.",Chao Cheng Yu of TeamT5
2020,1,2019-11-18,SVE-2019-16161,,Kernel stack address leak,"O(8.x), P(9.0), Q(10.0)",Moderate,"A vulnerability exposes kernel stack address to userspace.
The patch restricts the capability of the interface to prevent address exposure.",Dong-Hoon Yoo
2020,1,2019-11-07,SVE-2019-16088,,Stack overflow in Baseband,"O(8.x), P(9.0), Q(10.0) devices with Exynos chipsets",Critical,"A possible stack overflow vulnerability in baseband allows arbitrary code execution.
The patch adds the proper validation of the buffer length.",Fluoroacetate working with Zero Day Initiative
2020,1,2019-10-11,SVE-2019-15876,,Stack overflow in the kperfmon driver,"P(9.0), Q(10.0)",Low,"A possible stack overflow vulnerability exists in kperfmon driver.
The patch adds proper boundary check logic of kernel buffer length.",Jianqiang Zhao
2020,1,2019-10-11,SVE-2019-15877,,Stack overflow in display driver,"Selected O(8.x), P(9.0), Q(10.0) devices",Low,"A possible stack overflow vulnerability in display driver allows arbitrary code execution.
The patch adds the proper validation of the buffer length.",Jianqiang Zhao
2020,1,2019-11-25,SVE-2019-16192,,FRP Bypass using AppTray,P(9.0),Moderate,"A vulnerability allows FRP bypass with AppTray.
The patch addressed the issue.",Pasca Ioan Mircea
